12.7, 8.2, 0.0, 0.01653504
12.7, 8.2, 0.0, 0.03353405
12.7, 8.2, 0.0, 0.04980099
12.7, 8.2, 0.0, 0.06731904
12.7, 8.2, 0.0, 0.08278203
12.7, 8.2, 0.0, 0.100468
12.7, 8.2, 0.0, 0.116151
12.7, 8.2, 0.0, 0.133662
12.7, 8.2, 0.0, 0.1493031
12.7, 8.2, 0.0, 0.165681
12.7, 8.2, 0.0, 0.182698
12.7, 8.2, 0.0, 0.199801
12.7, 8.2, 0.0, 0.215863
12.7, 8.2, 0.0, 0.2325881
12.7, 8.2, 0.0, 0.2491211
12.7, 8.2, 0.0, 0.265076
12.7, 8.2, 0.0, 0.282011
12.7, 8.2, 0.0, 0.299033
12.7, 8.2, 0.0, 0.314765
12.7, 8.2, 0.0, 0.332333
12.7, 8.1, 0.0, 0.348453
12.7, 8.1, 0.0, 0.364869
12.7, 8.1, 0.0, 0.381031
12.7, 8.1, -0.1, 0.39812
12.7, 8.1, -0.1, 0.41504
12.7, 8.0, -0.1, 0.4311861
12.8, 8.0, -0.1, 0.4473981
12.8, 7.9, -0.1, 0.4644021
12.8, 7.9, -0.2, 0.480455
12.9, 7.9, -0.2, 0.4976491
12.9, 7.9, -0.2, 0.5136371
12.9, 7.9, -0.2, 0.530724
13.0, 7.8, -0.2, 0.547094
13.0, 7.8, -0.2, 0.563575
13.1, 7.7, -0.3, 0.580351
13.2, 7.7, -0.3, 0.5966901
13.2, 7.6, -0.3, 0.6137151
13.3, 7.6, -0.3, 0.630317
13.4, 7.6, -0.3, 0.6469541
13.4, 7.6, -0.4, 0.662945
13.5, 7.5, -0.4, 0.679935
13.5, 7.5, -0.4, 0.696295
13.6, 7.5, -0.4, 0.712566
13.7, 7.4, -0.5, 0.729616
13.8, 7.4, -0.5, 0.746434
13.9, 7.3, -0.5, 0.7629551
14.1, 7.2, -0.5, 0.77908
14.2, 7.2, -0.5, 0.796201
14.3, 7.2, -0.6, 0.812333
14.4, 7.2, -0.6, 0.828447
14.4, 7.2, -0.6, 0.8454111
14.6, 7.1, -0.6, 0.8614289
14.6, 7.1, -0.6, 0.8786749
14.7, 7.1, -0.6, 0.8949159
14.8, 7.1, -0.6, 0.912233
14.8, 7.1, -0.6, 0.928471
14.9, 7.1, -0.6, 0.944883
15.0, 7.1, -0.6, 0.961517
15.1, 7.1, -0.6, 0.9782671
15.2, 7.0, -0.7, 0.9944719
15.3, 7.0, -0.7, 1.011495
15.5, 6.9, -0.7, 1.027535
15.6, 6.9, -0.7, 1.04379
15.7, 6.9, -0.7, 1.060904
15.7, 6.9, -0.7, 1.07676
15.8, 6.9, -0.7, 1.094098
15.9, 6.9, -0.7, 1.110493
16.1, 6.9, -0.7, 1.126698
16.2, 6.9, -0.7, 1.143034
16.3, 6.9, -0.7, 1.159852
16.4, 6.9, -0.7, 1.176821
16.5, 6.9, -0.7, 1.193448
16.6, 6.9, -0.7, 1.209325
16.8, 6.9, -0.7, 1.226584
16.9, 6.9, -0.7, 1.24283
17.0, 6.9, -0.7, 1.259291
17.0, 6.9, -0.7, 1.275963
17.2, 6.9, -0.7, 1.29284
17.2, 6.9, -0.7, 1.309389
17.4, 6.9, -0.7, 1.326093
17.5, 6.9, -0.7, 1.342428
17.6, 6.9, -0.7, 1.359387
17.8, 6.9, -0.6, 1.375427
17.9, 6.9, -0.6, 1.39187
18.0, 6.9, -0.6, 1.408413
18.1, 6.9, -0.6, 1.424682
18.2, 6.9, -0.6, 1.442052
18.4, 6.9, -0.6, 1.458766
18.5, 6.9, -0.6, 1.474742
18.7, 7.0, -0.6, 1.492082
18.8, 7.0, -0.5, 1.508028
19.0, 7.0, -0.5, 1.524161
19.2, 7.1, -0.5, 1.541399
19.4, 7.1, -0.4, 1.557932
19.6, 7.1, -0.4, 1.574654
19.8, 7.2, -0.4, 1.590622
19.8, 7.2, -0.4, 1.608033
20.0, 7.2, -0.3, 1.624103
20.1, 7.3, -0.3, 1.640659
20.2, 7.3, -0.3, 1.657124
20.4, 7.4, -0.2, 1.67393
20.5, 7.4, -0.2, 1.689949
20.5, 7.5, -0.1, 1.707261
20.6, 7.6, -0.1, 1.723368
20.7, 7.6, 0.0, 1.739605
20.8, 7.7, 0.0, 1.756249
20.8, 7.8, 0.1, 1.773421
20.9, 7.9, 0.2, 1.789984
20.9, 8.1, 0.2, 1.805741
20.9, 8.2, 0.3, 1.82244
21.0, 8.5, 0.5, 1.839293
21.0, 8.6, 0.6, 1.855602
21.1, 9.1, 0.9, 1.872534
21.1, 9.2, 1.0, 1.889252
21.1, 9.5, 1.2, 1.905993
21.1, 9.9, 1.4, 1.922085
21.1, 10.0, 1.5, 1.938805
21.1, 10.5, 1.8, 1.95506
21.1, 10.8, 2.0, 1.971393
21.1, 11.0, 2.2, 1.988523
21.1, 11.2, 2.3, 2.005217
21.1, 11.4, 2.5, 2.021275
21.1, 11.6, 2.6, 2.038532
21.0, 11.8, 2.7, 2.054677
20.9, 12.0, 2.8, 2.071798
20.8, 12.2, 2.9, 2.087667
20.8, 12.3, 3.0, 2.104645
20.7, 12.5, 3.1, 2.121193
20.6, 12.7, 3.2, 2.137798
20.5, 12.8, 3.3, 2.154451
20.2, 13.0, 3.4, 2.170521
20.2, 13.0, 3.5, 2.187427
20.0, 13.2, 3.6, 2.203773
19.8, 13.3, 3.6, 2.220456
19.7, 13.4, 3.7, 2.236578
19.6, 13.5, 3.8, 2.253723
19.4, 13.6, 3.8, 2.27054
19.3, 13.7, 3.9, 2.287105
19.1, 13.8, 4.0, 2.303738
18.9, 13.9, 4.0, 2.319838
18.7, 14.0, 4.1, 2.336078
18.5, 14.2, 4.1, 2.352444
18.4, 14.2, 4.2, 2.369806
18.2, 14.3, 4.2, 2.386225
18.1, 14.4, 4.3, 2.403054
17.9, 14.4, 4.3, 2.419166
17.9, 14.4, 4.3, 2.436274
17.8, 14.5, 4.3, 2.452363
17.7, 14.5, 4.3, 2.469047
17.6, 14.5, 4.4, 2.48565
17.5, 14.6, 4.4, 2.502274
17.4, 14.6, 4.4, 2.518226
17.2, 14.6, 4.4, 2.534814
17.1, 14.7, 4.4, 2.552013
16.9, 14.7, 4.5, 2.568085
16.7, 14.7, 4.4, 2.58509
16.5, 14.7, 4.4, 2.601713
16.2, 14.7, 4.4, 2.617559
16.1, 14.7, 4.4, 2.634976
15.9, 14.7, 4.4, 2.651016
15.7, 14.7, 4.4, 2.668158
15.5, 14.7, 4.4, 2.684325
15.3, 14.7, 4.4, 2.700986
15.1, 14.8, 4.4, 2.717595
15.0, 14.8, 4.4, 2.734295
14.8, 14.8, 4.4, 2.750354
14.8, 14.8, 4.4, 2.767542
14.5, 14.7, 4.4, 2.78357
14.4, 14.7, 4.3, 2.799862
14.3, 14.6, 4.3, 2.816287
14.1, 14.6, 4.2, 2.833231
14.0, 14.5, 4.2, 2.849722
13.8, 14.4, 4.1, 2.866917
13.5, 14.2, 4.0, 2.883027
13.4, 14.1, 3.9, 2.899531
13.2, 14.0, 3.9, 2.916277
13.1, 13.9, 3.8, 2.932892
13.0, 13.8, 3.7, 2.94949
12.9, 13.8, 3.7, 2.9654
12.8, 13.6, 3.6, 2.982892
12.6, 13.5, 3.5, 2.998934
12.5, 13.4, 3.4, 3.015735
12.4, 13.2, 3.3, 3.032193
12.2, 13.0, 3.2, 3.048548
12.0, 12.8, 3.0, 3.064816
11.9, 12.5, 2.8, 3.081573
11.7, 12.3, 2.6, 3.098012
11.5, 11.9, 2.4, 3.115086
11.4, 11.6, 2.2, 3.132035
11.3, 11.3, 2.0, 3.14818
11.2, 11.1, 1.9, 3.164844
11.0, 10.9, 1.7, 3.181486
10.9, 10.6, 1.5, 3.200158
10.9, 10.5, 1.5, 3.21708
10.8, 10.2, 1.3, 3.234128
10.7, 10.1, 1.2, 3.250165
10.7, 9.9, 1.1, 3.266626
10.6, 9.8, 1.0, 3.283552
10.6, 9.7, 0.9, 3.300246
10.6, 9.6, 0.8, 3.316955
10.5, 9.5, 0.8, 3.333242
10.5, 9.5, 0.8, 3.349685
10.5, 9.4, 0.7, 3.36624
10.5, 9.3, 0.6, 3.382834
10.4, 9.2, 0.6, 3.400046
10.4, 9.0, 0.5, 3.415546
10.4, 9.0, 0.5, 3.432725
10.4, 8.9, 0.4, 3.449518
10.3, 8.7, 0.3, 3.465563
10.3, 8.7, 0.3, 3.482803
10.3, 8.5, 0.1, 3.498866
10.2, 8.4, 0.1, 3.515562
10.2, 8.3, 0.0, 3.532112
10.2, 8.2, -0.1, 3.548129
10.1, 8.1, -0.1, 3.565468
10.1, 8.1, -0.1, 3.582148
10.1, 8.0, -0.2, 3.598188
10.1, 8.0, -0.2, 3.615496
10.1, 8.0, -0.2, 3.631407
10.1, 7.9, -0.2, 3.648116
10.1, 7.9, -0.3, 3.664648
10.1, 7.8, -0.3, 3.681395
10.1, 7.8, -0.3, 3.697993
10.1, 7.7, -0.4, 3.714267
10.1, 7.7, -0.4, 3.730832
10.1, 7.6, -0.5, 3.747438
10.1, 7.5, -0.5, 3.764047
10.1, 7.5, -0.5, 3.780662
10.1, 7.5, -0.5, 3.797329
10.1, 7.5, -0.6, 3.813908
10.1, 7.5, -0.6, 3.829736
10.1, 7.4, -0.6, 3.846317
10.1, 7.4, -0.6, 3.863993
10.1, 7.4, -0.6, 3.879992
10.1, 7.4, -0.6, 3.896453
10.1, 7.3, -0.6, 3.91325
10.1, 7.3, -0.7, 3.929938
10.1, 7.3, -0.7, 3.945783
10.2, 7.3, -0.7, 3.963225
10.2, 7.2, -0.7, 3.979342
10.2, 7.2, -0.7, 3.995891
10.3, 7.2, -0.7, 4.012551
10.3, 7.2, -0.7, 4.028565
10.3, 7.2, -0.7, 4.045272
10.3, 7.2, -0.7, 4.062
10.3, 7.1, -0.8, 4.078783
10.3, 7.1, -0.8, 4.095267
10.4, 7.1, -0.8, 4.112056
10.4, 7.1, -0.8, 4.128463
10.4, 7.1, -0.8, 4.144559
10.4, 7.1, -0.8, 4.161896
10.5, 7.1, -0.8, 4.177967
10.5, 7.1, -0.8, 4.195146
10.5, 7.1, -0.8, 4.211258
10.5, 7.1, -0.8, 4.227396
10.5, 7.0, -0.8, 4.24451
10.5, 7.0, -0.8, 4.261279
10.6, 7.0, -0.8, 4.277827
10.6, 7.0, -0.8, 4.293685
10.6, 7.0, -0.8, 4.311195
10.7, 7.0, -0.9, 4.327336
10.7, 7.0, -0.9, 4.343827
10.7, 6.9, -0.9, 4.3605
10.7, 6.9, -0.9, 4.377133
10.8, 6.9, -0.9, 4.393173
10.8, 6.9, -0.9, 4.410367
10.8, 6.9, -0.9, 4.427153
10.9, 6.8, -0.9, 4.443083
10.9, 6.8, -0.9, 4.46031
10.9, 6.8, -1.0, 4.476404
11.0, 6.7, -1.0, 4.493088
11.0, 6.7, -1.0, 4.509723
11.0, 6.7, -1.0, 4.525707
11.1, 6.7, -1.0, 4.542903
11.2, 6.6, -1.1, 4.558991
11.2, 6.6, -1.1, 4.575698
11.2, 6.6, -1.1, 4.592506
11.3, 6.5, -1.1, 4.60906
11.3, 6.5, -1.1, 4.625443
11.3, 6.5, -1.1, 4.641939
11.4, 6.5, -1.1, 4.658332
11.4, 6.5, -1.1, 4.674651
11.4, 6.5, -1.2, 4.691783
11.5, 6.5, -1.2, 4.708309
11.5, 6.4, -1.2, 4.724983
11.5, 6.4, -1.2, 4.741676
11.6, 6.4, -1.2, 4.757979
11.6, 6.4, -1.2, 4.774141
11.6, 6.4, -1.2, 4.790688
11.7, 6.4, -1.2, 4.80823
11.7, 6.4, -1.2, 4.824435
11.7, 6.4, -1.2, 4.840309
11.8, 6.4, -1.2, 4.857086
11.8, 6.4, -1.2, 4.87394
11.8, 6.4, -1.2, 4.890056
11.9, 6.4, -1.2, 4.907425
11.9, 6.4, -1.2, 4.923711
11.9, 6.4, -1.2, 4.939797
11.9, 6.4, -1.2, 4.956507
11.9, 6.4, -1.2, 4.973596
11.9, 6.4, -1.2, 4.990054
11.9, 6.4, -1.2, 5.006843
11.9, 6.4, -1.2, 5.022828
